codigo_tpca,nombre,categoria_id,categoria_nombre,energia_kcal,energia_kj,agua_g,proteinas_g,grasas_totales_g,carbohidratos_totales_g,carbohidratos_disponibles_g,fibra_dietaria_g,cenizas_g,calcio_mg,fosforo_mg,zinc_mg,hierro_mg,sodio_mg,potasio_mg,vitamina_c_mg,tiamina_mg,riboflavina_mg,niacina_mg,acido_folico_ug,indice_glucemico,nivel_recomendacion,es_apto_diabeticos
E 67,"Pescado perico, fresco, pulpa sin piel",5,Pescados y mariscos,91.0,379.0,78.1,20.2,0.5,0.0,,,1.2,10.0,210.0,0.35,0.43,60.0,370.0,,0.34,0.0,3.58,,0.0,RECOMENDADO,True
E 68,Pescado pintadilla,5,Pescados y mariscos,85.0,356.0,77.4,18.8,0.5,0.0,,,1.3,80.0,193.0,,1.0,,,5.3,0.1,0.11,2.83,,0.0,RECOMENDADO,True
E 69,"Pescado ractacara, con espinas",5,Pescados y mariscos,87.0,364.0,74.2,15.4,2.3,0.0,,,2.5,593.0,390.0,,1.7,,,2.9,0.01,0.08,2.1,,0.0,RECOMENDADO,True
E 70,"Pescado raya, pulpa asada",5,Pescados y mariscos,136.0,569.0,65.9,31.1,0.4,0.0,,,1.4,15.0,215.0,,1.2,,,0.0,,0.15,3.85,,0.0,RECOMENDADO,True
E 71,Pescado róbalo,5,Pescados y mariscos,95.0,397.0,76.5,21.3,0.5,,,,1.2,23.0,177.0,0.4,0.1,,,5.4,0.01,0.07,5.0,,0.0,RECOMENDADO,True
E 73,"Pescado sardina, en salsa de tomate, conserva",5,Pescados y mariscos,85.0,355.0,78.5,14.9,1.6,2.8,,,2.2,440.0,405.0,1.25,1.76,220.0,255.0,1.0,0.03,0.0,1.58,0.0,0.0,RECOMENDADO,True
E 74,"Pescado sardina, en grated, conserva",5,Pescados y mariscos,171.0,714.0,65.4,22.4,9.0,,,,3.2,151.0,473.0,1.31,1.6,,,3.0,1.3,0.04,3.0,,0.0,RECOMENDADO,True
E 75,"Pescado sardina, filete, conserva",5,Pescados y mariscos,202.0,846.0,60.6,25.8,11.0,,,,2.4,84.0,453.0,1.31,1.1,,,1.7,1.1,0.06,2.9,,0.0,RECOMENDADO,True
E 76,"Pescado sardina, fresco",5,Pescados y mariscos,146.0,610.0,71.3,20.2,6.6,0.0,,,1.0,41.0,,,1.9,,,,,,,,0.0,RECOMENDADO,True
E 77,"Pescado Tilapia, fresco",5,Pescados y mariscos,100.0,418.0,77.6,18.4,2.1,0.7,,,1.3,23.0,170.0,0.38,0.23,43.0,293.0,0.0,0.01,0.07,5.71,0.0,0.0,RECOMENDADO,True
E 78,"Pescado toyo, fresco",5,Pescados y mariscos,89.0,371.0,78.8,19.5,0.6,,,,1.1,20.0,229.0,,3.43,,,29.3,0.04,0.13,4.5,,0.0,RECOMENDADO,True
E 79,"Pescado toyo, seco salado",5,Pescados y mariscos,186.0,776.0,38.3,38.6,2.3,0.0,,,19.7,,,,,,,,,,,,0.0,RECOMENDADO,True
E 80,Pescado tramboyo,5,Pescados y mariscos,85.0,356.0,78.8,19.2,0.3,0.0,,,1.0,84.0,141.0,,0.1,,,4.7,0.02,0.07,0.95,,0.0,RECOMENDADO,True
E 81,Pescado trucha rosada,5,Pescados y mariscos,110.0,460.0,75.3,20.9,2.3,,,,1.2,8.0,248.0,0.66,0.2,,,8.4,0.01,0.22,3.15,,0.0,RECOMENDADO,True
E 82,"Pescado trucha, en conserva",5,Pescados y mariscos,167.0,699.0,66.8,21.5,9.0,0.0,,,1.2,,,,,,,,,,,,0.0,RECOMENDADO,True
E 83,"Pescado trucha, fresca",5,Pescados y mariscos,111.0,465.0,75.8,19.5,3.1,,,,1.2,19.0,245.0,0.66,0.22,52.0,361.0,1.0,0.35,0.33,4.5,0.0,0.0,RECOMENDADO,True
E 84,"Pescado yahuarachi, con espinas",5,Pescados y mariscos,86.0,360.0,77.3,15.5,2.2,0.0,,,1.5,319.0,252.0,,1.9,,,2.7,0.03,0.05,1.7,,0.0,RECOMENDADO,True
E 85,"Pescado yuliya, con espinas",5,Pescados y mariscos,85.0,356.0,77.6,16.9,1.4,0.0,,,1.5,723.0,244.0,,1.9,,,2.3,0.01,0.1,3.0,,0.0,RECOMENDADO,True
E 86,"Pescado zúngaro, salado deshidratado",5,Pescados y mariscos,286.0,1196.0,24.1,47.3,9.3,0.0,,,17.6,308.0,398.0,,6.0,,,1.2,0.39,0.21,,,0.0,RECOMENDADO,True
E 87,Pique,5,Pescados y mariscos,78.0,326.0,79.3,15.9,1.1,0.0,,,2.4,302.0,99.0,,1.3,,,2.0,0.02,0.2,,,,RECOMENDADO,True
E 88,Pota,5,Pescados y mariscos,91.0,380.0,78.1,16.0,1.1,3.1,,,1.7,9.0,180.0,1.53,0.08,,,2.3,0.02,0.06,1.8,,,RECOMENDADO,True
E 89,"Pota, concentrado proteico de",5,Pescados y mariscos,396.0,1658.0,5.9,91.8,0.3,0.5,,,1.6,,,,,,,,,,,,,RECOMENDADO,True
E 90,Pulpo,5,Pescados y mariscos,80.0,334.0,81.6,13.6,1.4,2.2,,,1.1,53.0,126.0,1.68,3.0,,,3.2,0.02,0.05,1.49,,,RECOMENDADO,True
E 91,"Choro, pulpa cocida, envasado",5,Pescados y mariscos,101.0,422.0,75.2,17.2,1.5,4.6,,,1.4,58.0,230.0,3.69,0.12,166.0,108.0,,0.0,0.21,1.47,,,RECOMENDADO,True
E 92,"mejillones, caracol, concha de abanico,",5,Pescados y mariscos,80.0,335.0,80.0,15.3,0.9,2.8,,,1.1,29.0,160.0,1.9,0.06,170.0,167.0,,0.0,0.1,2.05,,,RECOMENDADO,True
E 93,"Pescado ayanque o cachema, pulpa con piel, sancochado sin sal",5,Pescados y mariscos,159.0,663.0,69.8,20.8,7.7,0.0,,,1.6,80.0,195.0,0.73,0.64,140.0,210.0,,0.04,0.0,2.36,,0.0,RECOMENDADO,True
E 94,"Pescado Boquichico, fresco",5,Pescados y mariscos,95.0,397.0,78.6,18.3,1.8,0.1,,,1.2,111.0,155.0,0.5,0.97,43.0,298.0,,0.01,0.13,3.41,,0.0,RECOMENDADO,True
E 95,"Pescado Cojinova, pulpa con piel, sancochado sin sal",5,Pescados y mariscos,120.0,501.0,71.2,26.8,0.6,0.0,,,1.4,54.0,200.0,0.55,0.9,57.0,300.0,,0.03,0.1,7.41,,0.0,RECOMENDADO,True
E 96,"Pescado Doncella, fresco",5,Pescados y mariscos,84.0,353.0,79.7,18.8,0.4,0.0,,,1.1,13.0,145.0,0.52,0.29,46.0,384.0,,0.05,0.15,3.82,,0.0,RECOMENDADO,True
E 97,"Pescado jurel, pulpa con piel, frita en aceite vegetal, sin sal",5,Pescados y mariscos,159.0,666.0,63.8,26.8,3.9,4.2,,,1.3,38.0,200.0,0.84,0.1,59.0,373.0,,0.03,0.1,8.0,,0.0,RECOMENDADO,True
E 99,"Pescado Paco, fresco",5,Pescados y mariscos,83.0,347.0,79.9,18.6,0.4,0.0,,,1.2,83.0,160.0,0.41,0.52,51.0,416.0,,0.01,0.12,3.77,,0.0,RECOMENDADO,True
E 100,"Pescado Palometa, fresco",5,Pescados y mariscos,124.0,520.0,75.7,18.0,5.2,0.0,,,1.0,61.0,130.0,0.59,0.49,83.0,241.0,,0.16,0.22,2.31,,0.0,RECOMENDADO,True
E 101,"Pescado Reyneta, fresco",5,Pescados y mariscos,94.0,395.0,77.6,20.3,0.9,0.0,,,1.2,25.0,180.0,0.35,0.3,83.0,408.0,,0.05,0.04,9.36,,0.0,RECOMENDADO,True
E 102,"Pez espada, fresco",5,Pescados y mariscos,211.0,883.0,64.9,19.8,14.0,0.0,,,1.2,38.0,205.0,0.79,0.47,25.0,458.0,,0.07,0.07,8.37,,0.0,RECOMENDADO,True
E 103,"Pescado trucha rosada, pulpa con piel, sancochado sin sal",5,Pescados y mariscos,168.0,702.0,67.9,22.3,8.0,0.1,,,1.8,100.0,280.0,0.74,0.51,40.0,270.0,,0.11,0.0,3.53,,0.0,RECOMENDADO,True
F 1,"Ballena, carne pulpa de",6,Carnes y derivados,90.0,377.0,78.0,18.6,1.2,0.0,,,1.5,33.0,132.0,,2.5,,,2.8,0.12,0.21,0.0,,,RECOMENDADO,True
F 2,"Carnero, cabeza sancochada de",6,Carnes y derivados,111.0,464.0,79.2,14.2,5.6,0.0,,,1.0,17.0,130.0,,2.1,,,0.0,0.02,0.24,1.8,,,RECOMENDADO,True
F 3,"Carnero, corazón de",6,Carnes y derivados,115.0,456.0,77.0,15.9,4.6,1.4,1.4,0.0,1.1,17.0,194.0,1.87,2.8,,,3.8,0.22,0.51,5.5,,,RECOMENDADO,True
F 4,"Carnero, hígado de",6,Carnes y derivados,131.0,549.0,72.1,19.9,4.0,2.6,2.6,0.0,1.4,24.0,199.0,4.66,6.3,,,12.3,0.28,2.07,17.75,,0.0,RECOMENDADO,True
F 5,"Carnero, panza de (mondongo)",6,Carnes y derivados,72.0,301.0,83.8,15.7,0.6,0.0,0.0,0.0,0.2,45.0,33.0,1.42,0.9,,,0.0,0.0,0.05,0.0,,75.0,LIMITAR,False
F 6,"Carnero, patas sancochadas de",6,Carnes y derivados,108.0,452.0,76.5,20.9,2.1,0.0,,,0.4,50.0,26.0,,1.0,,,0.0,0.03,0.13,0.4,,,RECOMENDADO,True
F 7,"Carnero, pulmón de (bofe)",6,Carnes y derivados,77.0,322.0,81.0,13.4,2.2,0.0,0.0,0.0,1.2,21.0,200.0,1.8,6.2,,,3.4,0.09,0.52,3.8,,,RECOMENDADO,True
F 8,"Carnero, riñón",6,Carnes y derivados,109.0,456.0,76.7,18.0,3.2,0.8,0.8,0.0,1.3,40.0,270.0,2.24,4.1,,,10.0,0.51,3.0,6.1,,,RECOMENDADO,True
F 9,"Carnero, sesos de",6,Carnes y derivados,113.0,473.0,79.1,10.0,7.8,0.0,0.0,0.0,1.3,7.0,252.0,1.17,2.7,,,11.4,0.34,0.17,2.9,,,RECOMENDADO,True
F 10,"Carnero, pulpa gorda",6,Carnes y derivados,267.0,1117.0,60.7,16.9,21.6,0.0,0.0,0.0,0.9,12.0,160.0,3.33,2.1,,,0.0,0.12,0.22,6.1,,,RECOMENDADO,True
F 11,"Carnero, pulpa muy magra",6,Carnes y derivados,136.0,569.0,73.8,19.0,6.1,0.0,,,1.1,7.0,180.0,,2.2,,,0.0,0.09,0.21,2.9,,,RECOMENDADO,True
F 12,"Carnero, pulpa semigorda",6,Carnes y derivados,253.0,1059.0,61.4,18.2,19.4,0.0,0.0,0.0,1.0,7.0,190.0,3.52,2.5,,,0.0,0.07,0.15,2.0,,,RECOMENDADO,True
F 13,"Cerdo, carne sin hueso",6,Carnes y derivados,198.0,828.0,69.2,14.4,15.1,0.1,0.1,0.0,1.2,12.0,238.0,1.74,1.3,,,0.6,0.9,0.16,5.1,,0.0,RECOMENDADO,True
F 14,"Cerdo, hígado de",6,Carnes y derivados,128.0,506.0,73.7,18.5,4.7,1.7,1.7,0.0,1.4,17.0,307.0,5.76,6.2,,,9.8,0.3,2.49,14.9,,0.0,RECOMENDADO,True
F 15,"Cerdo, patas semigordas",6,Carnes y derivados,284.0,1188.0,57.0,20.0,22.0,0.0,,,1.0,16.0,240.0,,3.0,,,0.0,0.98,0.28,5.2,,0.0,RECOMENDADO,True
F 16,"Cerdo, pulmón de (bofe)",6,Carnes y derivados,79.0,331.0,81.3,13.5,2.4,0.0,0.0,0.0,0.9,17.0,169.0,2.03,3.4,,,4.3,0.1,0.27,3.05,,0.0,RECOMENDADO,True
F 17,"Cerdo, riñón de",6,Carnes y derivados,139.0,582.0,75.4,13.9,8.8,0.0,0.0,0.0,1.1,6.0,210.0,2.75,5.2,,,7.2,0.35,2.96,7.9,,0.0,RECOMENDADO,True
F 18,"Chivo, carne pulpa de",6,Carnes y derivados,115.0,481.0,73.9,19.4,3.6,0.0,0.0,0.0,1.2,8.0,186.0,4.0,3.1,,,0.0,0.15,0.22,1.1,,,RECOMENDADO,True
F 19,"Conejo, carne pulpa de",6,Carnes y derivados,136.0,569.0,72.8,20.1,5.6,0.0,0.0,0.0,0.7,13.0,213.0,1.57,,,,0.0,0.1,0.15,7.27,,,RECOMENDADO,True
F 20,"Gallina, pechuga de, sin piel",6,Carnes y derivados,108.0,452.0,73.2,19.2,2.9,0.0,0.0,0.0,1.4,5.0,237.0,1.19,0.8,,,4.4,0.06,0.06,12.9,,,RECOMENDADO,True
F 21,"Gallina, pierna de, sin piel",6,Carnes y derivados,120.0,502.0,71.3,20.6,3.6,0.0,0.0,0.0,1.3,9.0,190.0,1.19,0.9,,,4.7,0.06,0.15,6.4,,,RECOMENDADO,True
F 22,"Majaz, carne pulpa de",6,Carnes y derivados,108.0,452.0,74.7,21.4,1.2,1.4,,,1.3,59.0,2.0,,,,,,,,,,,RECOMENDADO,True
F 23,"Motelo, carne pulpa de",6,Carnes y derivados,113.0,474.0,74.6,21.4,1.8,1.4,,,0.7,51.0,2.0,,0.7,,,,0.2,0.45,3.0,,52.0,RECOMENDADO,True
F 24,"Pato, carne de",6,Carnes y derivados,326.0,1364.0,54.3,16.0,28.6,0.0,0.0,0.0,1.0,15.0,188.0,1.36,1.8,,,0.0,0.1,0.24,5.6,,,RECOMENDADO,True
F 25,"Pavo, carne de",6,Carnes y derivados,160.0,669.0,70.4,20.4,8.0,0.0,0.0,0.0,0.9,15.0,178.0,2.2,3.8,,,0.0,0.06,0.16,4.09,,0.0,RECOMENDADO,True
F 26,"Pollo, carne pulpa",6,Carnes y derivados,119.0,498.0,74.5,21.4,3.1,0.0,0.0,0.0,1.0,12.0,173.0,1.54,1.5,,,2.3,0.07,0.14,8.24,,0.0,RECOMENDADO,True
F 27,"Pollo, corazón de",6,Carnes y derivados,157.0,656.0,72.6,15.6,9.3,1.6,1.6,0.0,0.9,12.0,177.0,6.59,1.7,,,3.2,0.15,0.73,4.88,,0.0,RECOMENDADO,True
F 28,"Pollo, hígado de",6,Carnes y derivados,125.0,523.0,73.6,18.0,3.9,3.4,,,1.2,11.0,272.0,3.07,8.56,71.0,230.0,33.8,0.14,1.96,9.25,0.0,0.0,RECOMENDADO,True
F 29,"Pollo, sangre de, sancochada sin sal",6,Carnes y derivados,89.0,371.0,78.8,19.8,0.3,0.5,,,0.7,16.0,150.0,0.71,52.0,70.0,119.0,4.0,0.0,0.0,3.97,,0.0,RECOMENDADO,True
F 30,"Pollo, sangre cruda de",6,Carnes y derivados,65.0,272.0,83.0,15.0,0.1,,,,1.4,12.0,101.0,,27.3,,,4.5,0.01,0.33,,,0.0,RECOMENDADO,True
F 31,"Rana, carne de",6,Carnes y derivados,73.0,305.0,81.9,16.4,0.3,0.0,0.0,0.0,1.4,18.0,147.0,1.0,1.5,,,0.0,0.14,0.25,1.2,,,RECOMENDADO,True
F 32,"Tortuga charapa, carne de",6,Carnes y derivados,79.0,326.0,81.6,16.4,0.9,0.1,,,1.0,9.0,121.0,,1.3,,,,0.02,0.09,5.25,,,RECOMENDADO,True
F 33,"Res, bazo de",6,Carnes y derivados,92.0,385.0,78.1,18.9,1.2,0.0,0.0,0.0,1.5,7.0,161.0,2.11,28.7,,,10.1,0.17,0.38,3.55,,0.0,RECOMENDADO,True
F 34,"Res, cabeza sancochada de",6,Carnes y derivados,111.0,460.0,77.1,18.6,3.4,0.2,,,0.7,57.0,110.0,,0.5,,,0.0,0.04,0.24,1.04,,0.0,RECOMENDADO,True
F 35,"Res, carne pulpa de",6,Carnes y derivados,105.0,439.0,75.9,21.3,1.6,0.0,0.0,0.0,1.1,16.0,208.0,4.32,3.4,,,0.0,0.03,0.13,6.82,,0.0,RECOMENDADO,True
F 36,"Res, corazón de",6,Carnes y derivados,103.0,431.0,77.0,16.6,3.5,0.1,0.1,0.0,1.0,6.0,209.0,1.7,3.6,,,3.6,0.42,0.88,8.1,,0.0,RECOMENDADO,True
F 37,"Res, criadillas de",6,Carnes y derivados,60.0,243.0,86.9,9.8,1.8,0.4,,,1.1,25.0,222.0,,0.9,,,43.2,0.13,0.34,2.05,,0.0,RECOMENDADO,True
F 38,"Res, hígado de",6,Carnes y derivados,140.0,584.0,70.8,20.0,4.6,3.3,3.3,0.0,1.3,13.0,166.0,4.0,5.4,,,19.5,0.24,1.89,12.3,,0.0,RECOMENDADO,True
F 39,"Res, lengua de",6,Carnes y derivados,173.0,723.0,71.1,16.5,11.2,0.3,0.3,0.0,0.9,9.0,166.0,2.87,2.2,,,1.9,0.09,0.55,3.0,,0.0,RECOMENDADO,True
F 40,"Res, panza de (mondongo)",6,Carnes y derivados,104.0,435.0,79.5,16.9,3.5,0.0,0.0,0.0,0.1,66.0,40.0,1.42,0.8,,,0.0,0.01,0.03,0.56,,75.0,LIMITAR,False
F 41,"Res, pata sancochada de",6,Carnes y derivados,152.0,636.0,68.8,23.7,5.6,0.0,0.0,0.0,0.7,7.0,37.0,0.76,2.1,,,0.0,0.02,0.25,0.65,,0.0,RECOMENDADO,True
F 42,"Res, pulmón de (bofe)",6,Carnes y derivados,83.0,347.0,80.0,17.2,1.1,0.0,0.0,0.0,1.0,6.0,203.0,1.61,6.5,,,13.2,0.09,0.96,3.65,,0.0,RECOMENDADO,True
F 43,"Res, riñón de",6,Carnes y derivados,92.0,384.0,79.6,15.1,2.9,0.3,0.3,0.0,1.1,17.0,132.0,1.92,6.8,,,9.9,0.37,1.3,4.6,,0.0,RECOMENDADO,True
F 44,"Res, sesos de",6,Carnes y derivados,135.0,565.0,78.1,11.3,9.6,0.0,0.0,0.0,1.2,8.0,287.0,1.02,0.9,,,6.9,0.17,0.21,3.15,,0.0,RECOMENDADO,True
F 45,"Res, ubre de",6,Carnes y derivados,233.0,977.0,66.0,14.1,19.2,,0.0,0.0,0.7,69.0,112.0,,2.9,,,4.3,0.1,0.15,1.5,,0.0,RECOMENDADO,True
F 46,"Carnero, carne seca sin hueso (chalona)",6,Carnes y derivados,320.0,1340.0,20.2,50.3,11.7,,,,17.8,53.0,423.0,,3.9,,,0.0,0.06,0.4,13.63,,,POR_EVALUAR,True
F 47,"Chicharrón de cerdo, cocido",6,Carnes y derivados,602.0,2720.0,22.6,11.3,61.4,,,,2.4,40.0,227.0,,2.8,,,0.0,0.13,2.25,1.8,,0.0,RECOMENDADO,True
F 48,Chicharrón de prensa,6,Carnes y derivados,438.0,1824.0,29.9,23.9,37.2,,,,6.6,60.0,119.0,,2.2,,,1.4,0.01,0.28,2.25,,,POR_EVALUAR,True
F 49,Chorizo,6,Carnes y derivados,287.0,1201.0,52.3,21.0,21.9,,0.0,0.0,3.8,56.0,149.0,3.41,4.0,,,0.0,0.3,0.36,,,,POR_EVALUAR,True
F 50,Jamón del país,6,Carnes y derivados,344.0,1439.0,47.9,24.7,26.4,,0.0,0.0,1.2,48.0,177.0,1.9,2.1,,,0.0,0.2,0.22,3.7,,,POR_EVALUAR,True
F 51,Jamonada,6,Carnes y derivados,344.0,1393.0,49.3,15.7,29.5,2.8,2.8,0.0,2.7,85.0,211.0,1.9,1.5,,,0.0,0.04,0.05,,,,RECOMENDADO,True
F 52,Mortadela,6,Carnes y derivados,256.0,1075.0,57.9,9.8,19.7,9.4,9.4,0.0,3.2,82.0,166.0,2.03,2.0,,,1.0,0.05,0.07,1.6,,,RECOMENDADO,True
F 53,Paté,6,Carnes y derivados,500.0,2075.0,35.0,10.9,49.8,1.1,1.1,0.0,3.2,57.0,289.0,0.92,7.1,,,0.0,0.07,0.24,2.25,,,RECOMENDADO,True
F 54,Queso de chancho,6,Carnes y derivados,242.0,1021.0,55.5,20.1,17.3,,,,4.6,77.0,68.0,,4.2,,,1.4,0.03,0.07,0.6,,0.0,RECOMENDADO,True
F 55,Relleno,6,Carnes y derivados,119.0,448.0,75.5,14.4,5.0,3.2,3.2,0.0,1.9,63.0,41.0,1.3,16.9,,,3.4,0.02,0.06,0.86,,,RECOMENDADO,True
F 56,Salchicha blanca chica,6,Carnes y derivados,449.0,1845.0,40.1,12.0,43.2,2.0,2.0,0.0,2.7,22.0,114.0,1.84,3.2,,,2.3,0.3,0.13,2.8,,,RECOMENDADO,True
F 57,Salchicha blanca grande,6,Carnes y derivados,363.0,1460.0,47.9,13.6,32.3,3.5,3.5,0.0,2.7,76.0,142.0,1.84,1.2,,,2.5,0.16,0.08,2.85,,,RECOMENDADO,True
F 58,Hot Dog,6,Carnes y derivados,364.0,1531.0,49.4,11.0,34.3,2.1,,,3.2,76.0,202.0,2.02,1.3,,,0.0,0.03,0.07,3.72,,,RECOMENDADO,True
F 59,"Salchicha de ""Huacho""",6,Carnes y derivados,461.0,1895.0,38.2,12.9,44.0,2.4,2.4,0.0,2.5,80.0,92.0,1.84,5.5,,,0.0,0.03,0.2,2.15,,,RECOMENDADO,True
F 60,Tocino,6,Carnes y derivados,493.0,2050.0,32.8,13.5,47.9,0.8,0.8,0.0,5.0,26.0,70.0,1.17,1.2,,,1.9,0.24,0.12,2.0,,,RECOMENDADO,True
F 61,"Alpaca, carne pulpa de",6,Carnes y derivados,109.0,448.0,73.9,24.1,0.5,0.3,,,1.2,11.0,216.0,,2.2,,,7.0,0.08,0.15,0.0,,0.0,RECOMENDADO,True
F 62,"Carnero, criadillas fritas**",6,Carnes y derivados,97.0,406.0,78.4,15.8,3.0,1.6,,,1.2,16.0,282.0,,5.8,,,0.0,0.16,0.4,3.74,,,RECOMENDADO,True
F 63,"Carnero, panza cocida (mondongo)**",6,Carnes y derivados,92.0,385.0,80.7,12.3,3.1,3.7,,,0.2,26.0,44.0,,4.2,,,0.0,0.04,0.11,3.74,,75.0,LIMITAR,False
F 64,"Carnero, pierna cocida**",6,Carnes y derivados,260.0,1088.0,56.4,24.8,17.6,0.5,,,0.7,32.0,201.0,,3.6,,,0.0,0.09,0.19,1.12,,,RECOMENDADO,True
F 65,"Carnero, sangre cocida**",6,Carnes y derivados,122.0,510.0,74.4,20.4,4.5,0.0,,,0.6,21.0,20.0,,59.2,,,0.0,0.01,0.08,2.42,,,RECOMENDADO,True
F 66,"Cerdo, carne magra, cruda*",6,Carnes y derivados,143.0,598.0,72.2,21.4,5.7,0.0,0.0,0.0,1.1,17.0,211.0,1.84,0.84,52.0,389.0,1.0,0.99,0.27,4.91,0.0,0.0,RECOMENDADO,True
F 67,"Cerdo, corazón de**",6,Carnes y derivados,131.0,548.0,74.1,15.9,6.2,2.9,,,0.9,9.0,163.0,,5.72,,,0.0,0.42,0.95,5.28,,0.0,RECOMENDADO,True
F 68,"Cerdo, costilla con piel y grasa, crudo",6,Carnes y derivados,298.0,1246.0,56.8,17.6,24.7,0.0,,,0.9,8.0,160.0,1.68,0.82,57.0,241.0,,0.41,0.11,6.53,,0.0,RECOMENDADO,True
F 69,"Cerdo, cuero o pellejo crocante*",6,Carnes y derivados,527.0,2205.0,4.8,58.5,30.5,4.6,,,1.6,94.0,88.0,,6.2,,,,0.03,0.38,2.43,,0.0,RECOMENDADO,True
F 70,"Cerdo, cuero**",6,Carnes y derivados,505.0,2113.0,14.5,48.4,34.6,0.0,,,2.5,15.0,,,,,,,,,,,0.0,RECOMENDADO,True
F 71,"Cerdo, lengua cocida de**",6,Carnes y derivados,325.0,1360.0,52.7,6.1,27.5,13.0,,,0.6,17.0,118.0,,2.4,,,0.0,0.1,0.37,1.67,,0.0,RECOMENDADO,True
F 72,"Cordero, pierna cruda*",6,Carnes y derivados,128.0,538.0,74.1,20.6,4.5,0.0,0.0,0.0,1.1,6.0,193.0,3.84,1.82,62.0,289.0,0.0,0.14,0.25,6.23,0.0,0.0,RECOMENDADO,True
F 73,"Codorniz, carne cocida de **",6,Carnes y derivados,199.0,833.0,59.8,21.1,8.4,9.6,,,1.0,78.0,129.0,,4.6,,,0.0,0.06,1.06,2.53,,,RECOMENDADO,True
F 74,"Cuy, carne de",6,Carnes y derivados,96.0,402.0,78.1,19.0,1.6,0.1,0.1,0.0,1.2,29.0,258.0,1.57,1.9,,,0.0,0.06,0.14,6.5,,0.0,RECOMENDADO,True
F 75,"Llama, carne fresca de**",6,Carnes y derivados,130.0,544.0,70.3,22.5,3.3,2.7,,,1.3,47.0,189.0,,4.62,,,,,,,,0.0,RECOMENDADO,True
F 76,"Llama, carne seca de (charqui)",6,Carnes y derivados,279.0,1167.0,25.8,57.7,3.6,1.1,,,11.8,37.0,422.0,,6.5,,,6.8,0.05,0.52,27.0,,,RECOMENDADO,True
F 77,"Pate de hígado de pollo, envasado*",6,Carnes y derivados,201.0,841.0,65.6,13.5,13.1,6.6,6.6,0.0,1.3,10.0,175.0,2.14,9.19,386.0,95.0,10.0,0.05,1.4,7.52,0.0,0.0,RECOMENDADO,True
F 78,"Pollo, alas con piel, crudas*",6,Carnes y derivados,222.0,929.0,65.2,18.3,16.0,0.0,0.0,0.0,0.7,12.0,132.0,1.33,0.95,73.0,156.0,1.0,0.05,0.09,5.93,0.0,0.0,RECOMENDADO,True
F 79,"Pollo, molleja, cruda*",6,Carnes y derivados,94.0,393.0,79.3,17.7,2.1,0.0,0.0,0.0,1.0,11.0,148.0,2.72,2.49,69.0,237.0,4.0,0.03,0.23,3.68,0.0,0.0,RECOMENDADO,True
F 80,"Pollo, molleja de, sancochada sin sal",6,Carnes y derivados,144.0,605.0,67.9,29.1,2.2,0.1,,,0.7,27.0,170.0,3.84,3.41,40.0,142.0,0.0,0.05,0.0,9.29,0.0,0.0,RECOMENDADO,True
F 81,"Pollo, pata de, con piel, cruda",6,Carnes y derivados,205.0,858.0,66.7,19.3,13.6,0.0,,,0.4,21.0,60.0,0.77,0.94,91.0,51.0,,0.03,0.0,0.83,,0.0,RECOMENDADO,True
F 83,"Pollo, pechuga de, sin piel, frita en aceite vegetal, sin sal",6,Carnes y derivados,201.0,841.0,57.2,34.9,5.7,0.1,,,2.1,9.0,335.0,0.92,0.57,64.0,566.0,0.0,0.14,0.0,31.38,0.0,0.0,RECOMENDADO,True
F 85,"Pollo, pierna de, con piel, frita en aceite vegetal, sin sal",6,Carnes y derivados,185.0,776.0,65.2,24.9,8.8,0.0,,,1.2,19.0,195.0,6.5,1.15,129.0,356.0,0.0,0.08,0.2,6.6,2.0,0.0,RECOMENDADO,True
F 86,"Pollo, vísceras o menudencia cruda*",6,Carnes y derivados,168.0,703.0,69.8,17.9,9.2,2.1,2.1,0.0,1.0,10.0,198.0,3.01,5.93,77.0,226.0,11.0,0.1,1.11,8.53,0.0,0.0,RECOMENDADO,True
F 87,"Res, bazo de, sancochado sin sal",6,Carnes y derivados,107.0,446.0,76.2,20.8,2.0,0.0,,,1.1,17.0,245.0,2.94,17.6,66.0,237.0,0.0,0.03,0.19,14.19,,0.0,RECOMENDADO,True
F 88,"Res, carne frita**",6,Carnes y derivados,182.0,761.0,66.8,15.4,10.7,6.1,,,1.1,10.0,179.0,,3.6,,,0.0,0.09,0.25,2.97,,0.0,RECOMENDADO,True
F 89,"Res, carne molida de, cruda",6,Carnes y derivados,164.0,688.0,69.8,21.0,8.3,0.0,,,0.9,13.0,160.0,3.99,1.95,165.0,271.0,0.0,0.09,0.0,3.21,,0.0,RECOMENDADO,True
F 91,"Res, charque crudo**",6,Carnes y derivados,292.0,1222.0,20.0,62.4,4.1,1.4,,,12.1,37.0,415.0,,12.21,,,0.0,0.06,0.42,2.72,,0.0,RECOMENDADO,True
F 92,"Res, cuadril, churrasco***",6,Carnes y derivados,133.0,556.0,71.8,22.0,5.0,0.0,,,1.2,,,,,,,,,,,,0.0,RECOMENDADO,True
F 93,"Res (ternera), costilla cruda***",6,Carnes y derivados,95.0,397.0,76.3,20.0,1.7,0.0,,,2.0,5.0,201.0,,2.0,88.0,325.0,,,,,,0.0,RECOMENDADO,True
